company_id,NAME OF COMPANY,company_code,Exchange,Marker
3843,Narmada Gelatines Ltd.,SHAWGELTIN,BSE,X
3844,P.G.Foils Ltd.,PGFOILQ,BSE,XT
3845,Gratex Industries Ltd.,GRATEXI,BSE,X
3846,Velan Hotels Ltd.,VELHO,BSE,X
3847,Howard Hotels Limited,HOWARHO,BSE,X
3848,Pressure Sensitive Systems (India),PRESSURS,BSE,X
3849,Valiant Communications Ltd.,VALIANT,BSE,X
3850,Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ,BSE,B
3851,Mahasagar Travels Ltd.,MHSGRMS,BSE,ZP
3852,Greenply Industries Ltd,GREENPLY,BSE,B
3853,Union Quality Plastics Ltd.,UNQTYMI,BSE,XT
3854,Seamec Ltd,SEAMECLTD,BSE,B
3855,Raghunath International Ltd.,RAGHUNAT,BSE,X
3856,Cheviot Co.Ltd.,CHEVIOT,BSE,B
3857,Dai-Ichi Karkaria Ltd.,DAICHI,BSE,X
3858,Rajeswari Infrastructure Limited,RAJINFRA,BSE,Z
3859,SPICE ISLANDS INDUSTRIES LIMITED,SPICEISLIN,BSE,X
3860,Confidence Petroleum India Limited,CONFIPET,BSE,B
3861,Shelter Infra Projects Limited,SIPL,BSE,X
3862,Shakti Press Ltd.,SHAKTIPR,BSE,X
3863,Ashirwad Steels & Industries  Ltd.,ASHSI,BSE,X
3864,Banaras Beads Ltd.,BANARBEADS,BSE,B
3865,Arex Industries Ltd.,AREXMIS,BSE,X
3866,Bilcare Ltd.,BI,BSE,XT
3867,ISF LIMITED,ISFL,BSE,X
3868,Rishi Laser  Ltd.,RISHILASE,BSE,X
3869,Jainco Projects (India) Ltd.,JAINCO,BSE,X
3870,Kumbhat Financial Services Ltd.,KUMPFIN,BSE,XT
3871,Intec Capital Limited,INTECCAP,BSE,X
3872,Rajasthan Gases Ltd.,RAJGASES,BSE,XT
3873,Siddheswari Garments Ltd.,SIDDHEGA,BSE,XT
3874,63 Moons Technologies Limited,63MOONS,BSE,B
3875,Shikhar Consultants Ltd.,SHIKHAR,BSE,X
3876,Sarla Performance Fibers Ltd,SARLAPOLY,BSE,T
3877,Indo Credit Capital Ltd.,INDOCRED,BSE,XT
3878,Market Creators Ltd.,MKTCREAT,BSE,XT
3879,HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL,BSE,X
3880,Sonal Adhesives Ltd.,SONALAD,BSE,X
3881,Padmanabh Industries Limited,PADMAIND,BSE,XT
3882,Twentyfirst Century Management Serv,21STCENMGM,BSE,T
3883,Hariyana Ship Breakers Ltd.,HRYNSHP,BSE,X
3884,ARUNIS ABODE LIMITED,ARUNIS,BSE,XT
3885,Tyroon Tea Co. Ltd.,TYROON,BSE,X
3886,La Opala RG Ltd.,LAOPALA,BSE,B
3887,Stylam Industries Limited,STYLAMIND,BSE,B
3888,Venus Remedies Ltd.,VENUSREM,BSE,B
3889,Woodsvilla Limited,WOODSVILA,BSE,XT
3890,LAST MILE ENTERPRISES LIMITED,LASTMILE,BSE,X
3891,Gujarat Craft Industries Ltd.,GUJCRAFT,BSE,XT
3892,Heera Ispat Ltd.,HEERAISP,BSE,Z
3893,Dhoot Industrial Finance Ltd.,DHOOTIN,BSE,X
3894,Crimson Metal Engineering Company Ltd,CRIMSON,BSE,P
3895,SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG,BSE,X
3896,Ashoka Refineries Ltd.,ASHOKRE,BSE,P
3897,Urja Global Limited,URJA,BSE,T
3898,Ashapura Minechem Ltd,ASHAPURMIN,BSE,B
3899,Shree Pacetronix Ltd,SHREEPAC,BSE,XT
3900,Gujarat Alkalis & Chemicals Ltd.,GUJALKALI,BSE,B
3901,India Cements Ltd.,INDIACEM,BSE,A
3902,JK Tyre & Industries Ltd.,JKTYRE,BSE,A
3903,Mangalore Chemicals & Fertilisers L,MANGCHEFER,BSE,B
3904,Standard Industries Ltd.,SIL,BSE,B
3905,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,BSE,A
3906,THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,BSE,B
3907,Samyak International Limited,SAMYAKINT,BSE,X
3908,Aadi Industries Ltd,AADIIND,BSE,X
3909,Santosh Fine-Fab Ltd.,SANTOSHF,BSE,XT
3910,Sree Jayalakshmi Autospin Ltd.,SREEJAYA,BSE,XT
3911,Acknit Industries Ltd,ACKNIT,BSE,X
3912,Titan Securities Ltd.,TITANSEC,BSE,X
3913,REAL ECO-ENERGY LIMITED,REALECO,BSE,X
3914,Harmony Capital Services Ltd.,HRMNYCP,BSE,XT
3915,Vivanza Biosciences Limited,VIVANZA,BSE,XT
3916,Yashraj Containeurs Ltd.,YASHRAJC,BSE,XT
3917,Lords Ishwar Hotels Limited,LORDSHOTL,BSE,XT
3918,CSL Finance Limited,CSLFINANCE,BSE,B
3919,Sanghvi Movers Ltd.,SANGHVIMOV,BSE,B
3920,Selan Exploration Technology Ltd.,SELAN,BSE,B
3921,PURETROP FRUITS LIMITED,PURETROP,BSE,X
3922,Faze Three Ltd.,FAZE3Q,BSE,B
3923,ACE EDUTREND LIMITED,ACEEDU,BSE,Z
3924,PRADHIN LIMITED,PRADHIN,BSE,XT
3925,ANUPAM FINSERV LIMITED,ANUPAM,BSE,X
3926,Raj Packaging Industries Ltd.,RAJPACK,BSE,X
3927,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,BSE,B
3928,Natraj Proteins Ltd.,NATRAJPR,BSE,X
3929,Samrat Pharmachem Ltd.,SAMRATPH,BSE,X
3930,NPR Finance Ltd.,NPRFIN,BSE,X
3931,Nile Ltd.,NILE,BSE,X
3932,Udaipur Cement Works Limited,UDAICEMENT,BSE,B
3933,Amco India Ltd.,AMCOIND,BSE,X
3934,Optiemus Infracom Limited,OPTIEMUS,BSE,B
3935,Kreon Finnancial Services Limited,KREONFIN,BSE,X
3936,Gyan Developers & Builders Ltd.,GYANDEV,BSE,XT
3937,Kisan Mouldings Ltd.,KISAN,BSE,X
3938,Vijay Textiles Ltd.,VIJAYTX,BSE,XT
3939,Garodia Chemicals Ltd.,GARODCH,BSE,P
3940,Kerala Ayurveda Limited,KERALAYUR,BSE,X
3941,Moongipa Capital Finance Ltd.,MONGIPA,BSE,X
3942,Mohit Paper Mills Ltd.,MOHITPPR,BSE,X
3943,Daulat Securities Ltd.,DAULAT,BSE,X
3944,Oscar Global Ltd,OSCARGLO,BSE,XT
3945,Odyssey Technologies Ltd.,ODYSSEY,BSE,X
3946,VK Global Industries Limited,VKGLOBAL,BSE,XT
3947,RSC International Limited,RSCINT,BSE,X
3948,Surat Trade and Mercantile Limited,SURATRAML,BSE,X
3949,Atharv Enterprises Limited,ATHARVENT,BSE,XT
3950,FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER,BSE,X
3951,Themis Medicare Ltd.,THEMISMED,BSE,B
3952,KALLAM TEXTILES LTD,KALLAM,BSE,X
3953,Brawn Biotech Limited,BRAWN,BSE,XT
3954,Fortune International Ltd.,FORINTL,BSE,X
3955,Kings Infra Ventures Limited,KINGSINFR,BSE,X
3956,SWOJAS FOODS LIMITED,SWOJAS,BSE,X
3957,Nutricircle Limited,NUTRICIRCLE,BSE,XT
3958,Subhash Silk Mills Ltd.,SUBSM,BSE,XT
3959,Auro Laboratories Ltd.,AUROLAB,BSE,X
3960,KJMC Financial Services Ltd.,KJMCFIN,BSE,X
3961,Suven Life Sciences Ltd.,SUVEN,BSE,B
3962,Aryaman Financial Services Ltd.,ARYAMAN,BSE,X
3963,Bridge Securities Ltd.,BRIDGESE,BSE,XT
3964,Risa International Limited,RISAINTL,BSE,XT
3965,Rajasthan Tube Mfg. Co,RAJTUBE,BSE,XT
3966,Kay Power And Paper Ltd,KAYPOWR,BSE,X
3967,Inter State Oil Carrier Ltd,INTSTOIL,BSE,X
3968,Global Capital Markets Ltd.,GLOBALCA,BSE,X
3969,Sainik Finance and Industries Ltd,SAINIK,BSE,X
3970,ARIGATO UNIVERSE LIMITED,ARIGATO,BSE,X
3971,Rich Universe Network Ltd,RICHUNV,BSE,X
3972,Quantum Digital Vision (India) Ltd.,QUANTDIA,BSE,X
3973,S.P.Capital Financing Ltd.,SPCAPIT,BSE,X
3974,PAOS INDUSTRIES LIMITED,PAOS,BSE,XT
3975,Shri Rajivlochan Oil Extraction Ltd,SHRAJOI,BSE,XT
3976,Kothari Products Ltd.,KOTHARIPRO,BSE,T
3977,Piccadily Agro Industries ltd.,PICCADIL,BSE,B
3978,Chaman Lal Setia Exports Ltd.,CLSEL,BSE,B
3979,Chandra Prabhu International Ltd.,CHANDRAP,BSE,X
3980,KIMIA BIOSCIENCES LIMITED,KIMIABL,BSE,X
3981,Hindustan Tin Works Ltd.,HINDTIN,BSE,X
3982,Godavari Drugs Ltd.,GODAVARI,BSE,X
3983,Premco Global Ltd.,PREMCO,BSE,X
3984,Mukesh Babu Financial Services Ltd.,MUKESHB,BSE,X
3985,Genus Power Infrastructures Ltd,GENUSPOWER,BSE,A
3986,ASIAN ENERGY SERVICES LTD,ASIANENE,BSE,B
3987,KBS INDIA LIMITED,KBSINDIA,BSE,X
3988,PRABHHANS INDUSTRIES LIMITED,PRABHHANS,BSE,X
3989,Ugar Sugar Works Ltd.,UGARSUGAR,BSE,B
3990,Orient Bell Limited,ORIENTBELL,BSE,B
3991,NRB Bearings Ltd.,NRBBEARING,BSE,B
3992,Vamshi Rubber Ltd.,VAMSHIRU,BSE,X
3993,Nila Infrastructures Ltd,NILAINFRA,BSE,B
3994,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,BSE,B
3995,Vinyoflex Ltd.,VINYOFL,BSE,X
3996,Jindal Capital Ltd.,JINDCAP,BSE,X
3997,EPIC Energy Ltd.,EPIC,BSE,XT
3998,Sumedha Fiscal Services Ltd.,SUMEDHA,BSE,XT
3999,Kuwer Industries Ltd.,KUWERIN,BSE,X
4000,Choksi Imaging Ltd.,CHOKSI,BSE,XT
4001,Ashish Polyplast Ltd.,ASHISHPO,BSE,X
4002,Shiva Global Agro Industries Limited,SHIVAAGRO,BSE,X
4003,Siddha Ventures Limited,SIDDHA,BSE,XT
4004,Kiran Syntex Ltd.,KIRANSY-B,BSE,X
4005,Sumeru Industries Ltd.,SUMERUIND,BSE,X
4006,Rungta Irrigation Ltd.,RUNGTAIR,BSE,X
4007,GTT DATA SOLUTIONS LIMITED,GTTDATA,BSE,X
4008,Valson Industries Ltd.,VALSONQ,BSE,X
4009,Saboo Sodium Chloro Ltd.,SABOOSOD,BSE,X
4010,GSL Securities Ltd.,GSLSEC,BSE,XT
4011,Tinna Rubber and Infrastructure Limited,TINNARUBR,BSE,B
4012,Vikram Thermo (India) Ltd.,VIKRAMTH,BSE,X
4013,STRATMONT INDUSTRIES LIMITED,STRATMONT,BSE,XT
4014,A.K.Capital Services Ltd.,AKCAPIT,BSE,X
4015,Relaxo Footwears Ltd.,RELAXO,BSE,A
4016,Virat Industries Ltd.,VIRAT,BSE,XT
4017,RAJNISH RETAIL LIMITED,RRETAIL,BSE,XT
4018,Terai Tea Co. Ltd.,TERAI,BSE,X
4019,Manraj Housing Finance Ltd.,MANRAJH,BSE,Z
4020,Cosco (India) ltd.,COSCO,BSE,X
4021,Ken Financial Services Ltd.,KENFIN,BSE,X
4022,Shilpa Medicare Ltd.,SHILPAMED,BSE,A
4023,Paramount Communications Ltd.,PARACABLES,BSE,B
4024,NCL Research And Financial Services,NCLRESE,BSE,X
4025,POPEES CARES LIMITED,POPEES,BSE,XT
4026,Explicit Finance Limited,EXPLICITFIN,BSE,XT
4027,Ladderup Finance Ltd.,LADDERUP,BSE,X
4028,U. Y. FINCORP LIMITED,UYFINCORP,BSE,B
4029,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,BSE,X
4030,Swastika Investmart Ltd,SWASTIKA,BSE,X
4031,Prima Plastics Ltd.,PRIMAPLA,BSE,X
4032,TeleCanor Global Limited,TELECANOR,BSE,XT
4033,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,BSE,XT
4034,Sturdy Industries Ltd.,STURDY,BSE,Z
4035,Garg Furnace Ltd.,GARGFUR,BSE,X
4036,Sampre Nutritions Ltd.,SAMPRE,BSE,XT
4037,Akar Auto Industries Limited,AAIL,BSE,X
4038,Vipul Organics Limited,VIPULORG,BSE,X
4039,Eco Recycling Limited,ECORECO,BSE,T
4040,Goodluck India Limited,GOODLUCK,BSE,B
4041,Goyal Associates Ltd.,GOYALASS,BSE,X
4042,Zenith Health Care Ltd.,ZENITHHE,BSE,X
4043,ACE ENGITECH LIMITED,ACEENGITEC,BSE,XT
4044,York Exports Ltd.,YORKEXP,BSE,X
4045,Supreme Holdings & Hospitality (India) Ltd,SUPREME,BSE,B
4046,Pithampur Poly Products Ltd.,PITHP,BSE,ZP
4047,Lykis Limited,LYKISLTD,BSE,X
4048,Prime Property Development Corporation Ltd.,PRIMEPRO,BSE,X
4049,Zenlabs Ethica Limited,ZENLABS,BSE,X
4050,Raj Rayon Industries Limited,RAJRILTD,BSE,T
4051,ANIRIT VENTURES LIMITED,ANIRIT,BSE,XT
4052,Gowra Leasing & Finance Ltd.,GOWRALE,BSE,XT
4053,Jagan Lamps Ltd.,JAGANLAM,BSE,X
4054,AJEL Limited,AJEL,BSE,Z
4055,Alps Industries Ltd.,ALPSINDUS,BSE,T
4056,Asit C Mehta Financial Services Limited,ASITCFIN,BSE,X
4057,ENCODE PACKAGING INDIA LIMITED,ENCODE,BSE,X
4058,Super Bakers (India) Ltd.,SUPERBAK,BSE,X
4059,Ovobel Foods Ltd.,OVOBELE,BSE,XT
4060,CHALLANI CAPITAL LIMITED,CHALLANI,BSE,XT
4061,Coral Newsprints Ltd.,CORNE,BSE,X
4062,Sterling Tools Ltd.,STERTOOLS,BSE,B
4063,AGARWAL FORTUNE INDIA LIMITED,AGARWAL,BSE,X
4064,KLG Capital Services Ltd.,KLGCAP,BSE,XT
4065,Dynamic Protfolio Management & Serv,DYNAMICP,BSE,XT
4066,Inland Printers Ltd.,INLANPR,BSE,XT
4067,Ceejay Finance Limited,CEEJAY,BSE,X
4068,Suncity Synthetics Ltd.,SUNCITYSY,BSE,XT
4069,Shree Ganesh Elastoplast Ltd,SHGANEL,BSE,X
4070,Anna Infrastructures Ltd,ANNAINFRA,BSE,X
4071,Bhageria Industries Limited,BHAGERIA,BSE,B
4072,ONESOURCE INDUSTRIES AND VENTURES LIMITED,OIVL,BSE,XT
4073,BNR Udyog Ltd.,BNRUDY,BSE,X
4074,KRBL Ltd.,KRBL,BSE,A
4075,SSPDL Limited,SSPDL,BSE,X
4076,Daikaffil Chemicals India Ltd.,DAIKAFFI,BSE,XT
4077,Cil Securities Ltd.,CILSEC,BSE,X
4078,Clio Infotech Ltd.,CLIOINFO,BSE,XT
4079,Cupid Limited,CUPID,BSE,B
4080,Sunshield Chemicals Ltd.,SUNSHIEL,BSE,X
4081,Hipolin Ltd.,HIPOLIN,BSE,XT
4082,GDL Leasing & Finance ltd.,GDLLEAS,BSE,XT
4083,Chembond Chemicals Ltd.,CHEMBOND,BSE,B
4084,CAPITAL INDIA FINANCE LIMITED,CIFL,BSE,X
4085,Arunjyoti Bio Ventures Limited ,ABVL,BSE,XT
4086,Super Crop Safe Ltd.,SUCROSA,BSE,X
4087,N.G.Industries Ltd.,NGIND,BSE,X
4088,Asia Pack Ltd.,ASIAPAK,BSE,XT
4089,S.I.Capital And Financial Services,SICAPIT,BSE,XT
4090,ERP Soft Systems Ltd.,ERPSOFT,BSE,X
4091,R.R.Securities Ltd.,RRSECUR,BSE,P
4092,Remsons Industries Ltd.,REMSONSIND,BSE,B
4093,Ramsons Projects Ltd.,RAMSONS,BSE,XT
4094,Haryana Financial Corporation ltd.,HARAFIN,BSE,ZP
4095,Euro Asia Exports Ltd.,EUROASIA,BSE,P
4096,Stanpacks (India) Ltd.,STANPACK,BSE,XT
4097,Sri Adhikari Brothers Television Ne,SABTNL,BSE,T
4098,RAMINFO LIMITED,RAMINFO,BSE,X
4099,Sunil Agro Foods ltd.,SUNILAGR,BSE,X
4100,Diana Tea Co.Ltd.,DIANATEA,BSE,X
4101,Vikas EcoTech Limited,VIKASECO,BSE,B
4102,Indian Oil Corporation Ltd.,IOC,BSE,A
4103,Alfa Ica (India) Ltd,ALFAICA,BSE,X
4104,Shri Keshav Cements and Infra Limited,SKCIL,BSE,X
4105,India Home Loan Limited,INDIAHOME,BSE,X
4106,JPT Securities Ltd.,JPTSEC,BSE,XT
4107,Roopa Industries Ltd.,ROOPAIND,BSE,X
4108,Sarthak Global Ltd.,SARTHAKGL,BSE,XT
4109,Unique Organics Ltd.,UNIQUEO,BSE,X
4110,Balaji Amines Ltd.,BALAMINES,BSE,A
4111,Swarna Securities Ltd.,SWRNASE,BSE,X
4112,Venmax Drugs And Pharmaceuticals Ltd,VENMAX,BSE,XT
4113,Arihants Securities ltd.,ARISE,BSE,X
4114,Visagar Financial Services Ltd,VISAGAR,BSE,X
4115,Libord Securities Ltd.,LIBORD,BSE,X
4116,Bharat Textiles & Proofing Industri,BHATEXT,BSE,P
4117,ERAAYA LIFESPACES LIMITED,ERAAYA,BSE,B
4118,Swadha Nature Limited,SWADHATURE,BSE,XT
4119,Competent Automobiles Co. Ltd.,COMPEAU,BSE,X
4120,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,BSE,X
4121,Neelkanth Rockminerals ltd.,NEELKAN,BSE,Z
4122,Vintage Securities Ltd.,VINTAGES,BSE,X
4123,Oswal Overseas Ltd,OSWALOR,BSE,XT
4124,Contil India Limited,CONTILI,BSE,X
4125,Vijay Solvex Ltd.,VIJSOLX,BSE,X
4126,Shri Krishna Devcon Limited,SHRIKRISH,BSE,X
4127,Alankit Limited,ALANKIT,BSE,B
4128,Nihar Info Global Ltd.,NIHARINF,BSE,XT
4129,United Credit ltd.,UNITDCR,BSE,X
4130,OM INFRA LIMITED,OMINFRAL,BSE,B
4131,Checkpoint Trends Limited,CHECKPOINT,BSE,XT
4132,Ishan Dyes and Chemicals Limited,ISHANCH,BSE,X
4133,Gothi Plascon (India) Ltd.,GOTHIPL,BSE,P
4134,BALU FORGE INDUSTRIES LIMITED,BALUFORGE,BSE,B
4135,Ceenik Exports (india) Ltd.,CEENIK,BSE,XT
4136,Patel Engineering Ltd,PATELENG,BSE,A
4137,KATI PATANG LIFESTYLE LIMITED,KATIPATANG,BSE,XT
4138,MENA MANI INDUSTRIES LIMITED,MENAMANI,BSE,X
4139,Inani Marbles & Industries Ltd.,INANI,BSE,X
4140,Gemstone Investments Ltd.,GEMSI,BSE,X
4141,El Forge Ltd.,ELFORGE,BSE,XT
4142,Medicamen Biotech Ltd.,MEDICAMEQ,BSE,B
4143,Alicon Castalloy Limited,ALICON,BSE,B
4144,Diligent Industries Limited,DILIGENT,BSE,XT
4145,Epsom Properties Limited,EPSOMPRO,BSE,X
4146,Alfavision Overseas (India) Ltd.,ALFAVIO,BSE,X
4147,Organic Coatings Ltd.,ORGCOAT,BSE,XT
4148,Catvision Limited,CATVISION,BSE,X
4149,ABM Knowledgeware Ltd.,ABMKNO,BSE,XT
4150,Emami Ltd,EMAMILTD,BSE,A
4151,Kemistar Corporation Limited,KEMISTAR,BSE,X
4152,Laser Diamonds Ltd.,LADIAMO,BSE,P
4153,Associated Ceramics Ltd.,ASSOCER,BSE,XT
4154,SKP Securities Ltd.,SKPSEC,BSE,X
4155,Syschem (India) Ltd.,SYSCHEM,BSE,XT
4156,Mefcom Capital Markets Ltd.,MEFCOMCAP,BSE,X
4157,Hemang Resources Limited,HEMANG,BSE,X
4158,Arman Financial Services Limited,ARMANFIN,BSE,B
4159,Tavernier Resources Limited,TAVERNIER,BSE,X
4160,Filtron Engineers Ltd.,FILTRON,BSE,X
4161,Glance Finance Ltd.,GLANCE,BSE,X
4162,Shilchar Technologies Ltd.,SHILCTECH,BSE,B
4163,TRADEWELL HOLDINGS LIMITED,TRADEWELL,BSE,X
4164,SPRIGHT AGRO LIMITED,SPRIGHT,BSE,T
4165,Nucleus Software Exports Ltd,NUCLEUS,BSE,B
4166,Colinz Laboratories ltd.,COLINZ,BSE,XT
4167,Nalin Lease Finance Ltd.,NLFL,BSE,X
4168,Manappuram Finance Limited,MANAPPURAM,BSE,A
4169,RTS Power Corporation Ltd.,RTSPOWR,BSE,X
4170,Comfort Intech Ltd,COMFINTE,BSE,X
4171,Shyama Computronics and Services Limited,SHYAMACOMP,BSE,P
4172,Mayur Floorings Ltd.,MAYURFL,BSE,X
4173,Anjani Synthetics Limited,ANJANI,BSE,X
4174,XTGLOBAL INFOTECH LIMITED,XTGLOBAL,BSE,B
4175,Deco-Mica Ltd.,DECOMIC,BSE,X
4176,Rander Corporation Ltd.,RANDER,BSE,X
4177,Rasi Electrodes Ltd.,RASIELEC,BSE,X
4178,SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY,BSE,XT
4179,Citiport Financial Services Ltd.,CITIPOR,BSE,X
4180,Dhruva Capital Services Ltd.,DHRUVCA,BSE,XT
4181,Shamrock Industrial Co. Ltd.,SHAMROIN,BSE,X
4182,LINC LIMITED,LINC,BSE,B
4183,Prima Industries Ltd.,PRIMAIN,BSE,XT
4184,India Gelatine & Chemicals Ltd.,INDGELA,BSE,XT
4185,Optimus Finance Limited,OPTIFIN,BSE,XT
4186,Paragon Finance Ltd.,PARAGONF,BSE,X
4187,Pratiksha Chemicals Ltd.,PRATIKSH,BSE,XT
4188,Esha Media Research Limited,ESHAMEDIA,BSE,X
4189,Refex Renewables & Infrastructure Limited,REFEXRENEW,BSE,X
4190,Surya Industrial Corporation Ltd.,SURINDL,BSE,XT
4191,PROGREX VENTURES LIMITED,PROGREXV,BSE,XT
4192,V.S.T.Tillers Tractors Ltd.,VSTTILLERS,BSE,B
4193,B2B Software Technologies Ltd.,B2BSOFT,BSE,X
4194,Nikki Global Finance Ltd.,NIKKIGL,BSE,XT
4195,Radhe Developers (India) ltd.,RADHEDE,BSE,X
4196,Kinetic Trust Ltd.,KINETRU,BSE,XT
4197,Elixir Capital Limited,ELIXIR,BSE,XT
4198,Trishakti Industries Limited,TRISHAKT,BSE,XT
4199,Pankaj Polymers Ltd.,PANKAJPO,BSE,XT
4200,MARBLE CITY INDIA LIMITED,MARBLE,BSE,XT
4201,Cindrella Financial Services Ltd.,CINDRELL,BSE,X
4202,ADHATA GLOBAL LIMITED,ADHHATA,BSE,XT
4203,National Plastic Technologies Ltd,NATPLASTI,BSE,XT
4204,Lead Financial Services  Ltd,LEADFIN,BSE,X
4205,National Fittings Limited,NATFIT,BSE,X
4206,Artefact Projects Ltd,ARTEFACT,BSE,X
4207,Amit International Ltd.,AMITINT,BSE,Z
4208,High Street Filatex Limited,HIGHSTREE,BSE,XT
4209,Nutech Global Ltd.,NUTECGLOB,BSE,XT
4210,DHP India Ltd.,DHPIND,BSE,X
4211,RRIL LIMITED,RRIL,BSE,X
4212,Available Finance Ltd.,AVAILFC,BSE,X
4213,INTEGRA CAPITAL LIMITED,INTCAPL,BSE,X
4214,Maruti Securities Ltd.,MARUTISE,BSE,X
4215,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,BSE,B
4216,JAYATMA INDUSTRIES LIMITED,JAYIND,BSE,X
4217,Roselabs Finance Ltd.,ROSELABS,BSE,X
4218,Charms Industries Ltd,CHARMS,BSE,XT
4219,KRETTO SYSCON LIMITED,KRETTOSYS,BSE,X
4220,Vikalp Securities Ltd.,VIKALPS,BSE,XT
4221,Zydus Wellness Limited,ZYDUSWELL,BSE,A
4222,WinPro Industries Limited,WINPRO,BSE,Z
4223,Milestone Global Limited,MILESTONE,BSE,XT
4224,Bervin Investments And Leasing Ltd.,BERVINL,BSE,X
4225,Gujarat Investa Ltd.,GUJINV,BSE,X
4226,Container Corporation Of India Ltd.,CONCOR,BSE,A
4227,Eastern Treads Ltd.,EASTRED,BSE,X
4228,Panacea Biotec Ltd.,PANACEABIO,BSE,B
4229,Peeti Securities Ltd.,PEETISEC,BSE,X
4230,MERCURY EV-TECH LIMITED,MERCURYEV,BSE,B
4231,Choice International Ltd,CHOICEIN,BSE,A
4232,Shriram Asset Management Co.Ltd.,SRAMSET,BSE,X
4233,Golechha Global Finance Ltd.,GOLECHA,BSE,X
4234,Ekansh Concepts Limited,EKANSH,BSE,X
4235,SPARC ELECTREX LIMITED,SPAR,BSE,XT
4236,The Byke Hospitality    Ltd,BYKE,BSE,T
4237,Centenial Surgical Suture Ltd.,CSURGSU,BSE,X
4238,Arihant Foundations & Housing Ltd.,ARIHANT,BSE,XT
4239,Hasti Finance Ltd.,HASTIFIN,BSE,X
4240,Upsurge Investment And Finance Ltd.,UPSURGE,BSE,X
4241,Padam Cotton Yarns Ltd.,PADAMCO,BSE,XT
4242,Women Networks Ltd.,WOMENNET,BSE,X
4243,Polycon International Ltd.,POLYCON,BSE,X
4244,Source Natural Foods & Herbal Suppl Ltd,SOURCENTRL,BSE,X
4245,G.G.Automotive Gears Ltd.,GGAUTO,BSE,X
4246,Almondz Global Securities Limited,ALMONDZ,BSE,B
4247,LWS Knitwear Ltd,LWSKNIT,BSE,X
4248,ANS Limited,ANSINDUS,BSE,X
4249,Alchemist Corporation Ltd,ALCHCORP,BSE,XT
4250,Tuni Textile Mills Ltd.,TUNITEX,BSE,X
4251,Radix Industries (India) Limited,RADIXIND,BSE,XT
4252,Kiran Print-Pack Ltd.,KIRANPR,BSE,XT
4253,Narendra Properties Ltd.,NARPROP,BSE,X
4254,Mega Corporation Ltd,MEGACOR,BSE,XT
4255,Tamil Nadu Newsprint And Papers Ltd,TNPL,BSE,B
4256,Shakti Pumps (India) Ltd.,SHAKTIPUMP,BSE,T
4257,Systematix Securities Ltd.,SYTIXSE,BSE,X
4258,Sungold Capital Ltd.,SUNGOLD,BSE,XT
4259,Saffron Industries Limited,SAFFRON,BSE,X
4260,Prakash Woollen & Synthetic Mills Ltd ,PWASML,BSE,X
4261,AION-TECH SOLUTIONS LIMITED,GOLDTECH,BSE,B
4262,Lyons Corporate Market Ltd.,LYONSCO,BSE,XT
4263,Vardhman Concrete Limited,VARDHMAN,BSE,XT
4264,GRM Overseas Ltd.,GRMOVER,BSE,B
4265,Mohit Industries Limited,MOHITIND,BSE,T
4266,Polylink Polymers (india) Ltd.,POLYLINK,BSE,X
4267,Minaxi Textiles Ltd.,MINAXI,BSE,X
4268,Continental Controls Ltd.,CONTICON,BSE,XT
4269,Nouveau Global Ventures Limited,NOUVEAU,BSE,X
4270,Duke Offshore Ltd.,DUKEOFS,BSE,X
4271,Cybele  Industries Limited,CYBELEIND,BSE,X
4272,Filmcity Media Ltd.,FILME,BSE,XT
4273,Cg-Vak Software & Exports Ltd.,CGVAK,BSE,X
4274,NAVKAR URBANSTRUCTURE LIMITED,NAVKARURB,BSE,T
4275,Blue Coast Hotels Ltd,BLUECOAST,BSE,T
4276,Omkar Overseas ltd.,OMKAR,BSE,XT
4277,Madhucon Projects Ltd.,MADHUCON,BSE,B
4278,Sybly Industries Ltd.,SYBLY,BSE,XT
4279,Rajesh Exports Ltd.,RAJESHEXPO,BSE,A
4280,Esaar (India) Ltd.,ESARIND,BSE,X
4281,Maris Spinners Ltd.,MARIS,BSE,X
4282,Indergiri Finance ltd.,INDERGR,BSE,XT
4283,Shukra Bullions Limited,SKRABUL,BSE,X
4284,Eveready Industries India Ltd.,EVEREADY,BSE,B
4285,Step Two Corporation Ltd.,STEP2COR,BSE,X
4286,Orient Tradelink Ltd.,ORIENTTR,BSE,XT
4287,Mahan Industries Ltd.,MAHANIN,BSE,XT
4288,VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,BSE,Z
